hhid,quarter,cluster,personid,s1aq1,s1aq2,s1aq4y,s1aq6,s1aq7,s1aq9a,s1bq1,s2aq1,s2aq3,s2aq4,s2aq5,s2aq12,s2aq13,s3aq1,s3aq5,s3aq22a,s3aq23,s3bq1,s3bq2,s3bq3,s3bq4,s3cq6,s4aq1,region,BMI,pop_weight,hh_weight,econact,urbrur,Edu_Expensis,Training,Disability,Side_Earnings,Secured_Job,Unemployment,Health_issues,Health_hazards,Psychological_trauma,preventive_measures,Good_Health_practice,Health_control,Lterm_percept,Total_Income
208614,2,86,4,1,3,8,4,1,1,1,2,3,0,1,1,9,2,2,2,10,1,2,21.54999924,119.1999969,1,2,2,15.16682816,558.1314697,869.2171631,3,2,286.5,0,1,0,2,0,0,0,0,0,0,0,0,346.27
212505,2,125,4,1,3,4,3,1,2,1,2,2,0,1,2,9,2,1,2,10,4, ,14.75,98.59999847, , ,3,15.17183781,1921.401245,2083.671875, ,1,550,0,2,0,2,0,0,0,0,0,0,0,0,1338.983051
207111,2,71,5,2,3,6,3,1,1,1,2,3,1,1,3,9,2,1,2,10,4, ,20.70000076,116.8000031,1,2,2,15.17346096,714.3354492,869.2171631,3,2,442,0,1,0,2,0,0,0,0,0,0,0,0,376
210518,2,105,4,1,3,5,2,1,2,2,2,3,2,1,1,9,1,2,2,10,1,1,15.19999981,100,1,2,3,15.19999981,1935.34021,2083.671875,3,1,1585,0,1,0,2,0,0,0,0,0,0,0,0,4579.37
209714,2,97,3,2,3,14,3,1,1,2,2,4,1,1,3,9,2,2,2,10,1,1,37,156,1,2,3,15.20381355,1339.005493,2083.671875,3,1,800,0,1,0,2,0,0,0,0,0,0,0,0,415.13
216508,2,165,3,2,3,7,6,1,3,1,2,3,0,1,3,9,1,2,2,10,1,2,25.89999962,130.5,1,2,4,15.20823193,565.80896,642.9907227,3,2,2169,0,1,0,2,0,0,0,0,0,0,0,0,426.74
215018,2,150,4,2,8,12,6,1,3,1,2,3,4,1,2,9,2,2,1,10,1,1,31.03000069,142.8000031,1,2,4,15.21687031,793.5715942,697.2385864,3,1,120,0,1,0,2,0,0,0,0,0,0,0,0,450.88
207803,2,78,4,1,3,3,3,1,3,2,2,2,0,1,3,9,1,2,2,10,1,1,13.85000038,95.40000153, , ,2,15.21784019,733.5966797,869.2171631, ,2,1360,0,2,0,2,0,0,0,0,0,0,0,0,220
214005,2,140,6,2,3,7,3,1,1,2,2,3,1,1,3,9,2,1, ,10,1,1,23.39999962,124,1,2,3,15.21852207,578.8447266,557.2624512,3,2,1845,0,1,0,2,0,0,0,0,0,0,0,0,1163.414634
215315,2,153,3,1,3,6,4,1,3,1,2,3,1,1,1,9,1,2,2,10,1,1,19.10000038,112,1,2,4,15.22640324,462.5010681,738.2526245,3,1,1015,0,2,0,2,0,0,0,0,0,0,0,0,1616.22
209308,2,93,3,2,3,5,4,1,2,1,2,2,1,1,1,9,1,2,2,10,1,1,16.04999924,102.5999985,1,2,3,15.24685669,1604.643921,2083.671875,3,1,3200,0,1,0,2,0,0,0,0,0,0,0,0,3282.6
217009,2,170,3,1,8,16,7,1,3,2,2,4,5,1,2,9,2,1,2,80,1,2,34.15999985,149.6000061,1,2,4,15.26351738,511.1839294,642.9907227,3,2,264,0,1,0,2,0,0,0,0,0,0,0,0,323.99
209714,2,97,4,2,3,9,3,1,1,2,2,3,3,1,3,9,2,2,2,10,1,1,27,133,1,2,3,15.26372337,1339.005493,2083.671875,3,1,750,0,1,0,2,0,0,0,0,0,0,0,0,421.05
207803,2,78,3,2,3,5,3,1,3,2,2,3,1,1,3,9,1,2,2,10,1,1,18.95000076,111.4000015,1,2,2,15.26999283,733.5966797,869.2171631,3,2,1940,0,1,0,2,0,0,0,0,0,0,0,0,222
214711,2,147,3,1,3,7,3,1,3,2,2,3,1,1,1,9,2,2,2,10,1,1,24.90999985,127.6999969,1,2,4,15.27537727,419.2879028,697.2385864,3,1,250,0,1,0,2,0,0,0,0,0,0,0,0,530.91
206104,2,61,4,1,3,25,4,1,1,2,2,12,1,1,1,9,1,2,2,10,1,2,52.29999924,185,1,2,2,15.28122711,793.862793,1054.929443,3,1,2175,0,1,0,2,0,0,0,0,0,0,0,0,1196.67
207118,2,71,4,2,8,5,3,1,1,1,2,2,0,1,5,9,2,1,2,80,4, ,13.44999981,93.80000305,1,2,2,15.28679943,714.3354492,869.2171631,3,2,520,0,1,0,2,0,0,0,0,0,0,0,0,370
217911,2,179,4,1,3,3,2,1,3,1,2,2,1,1,1,9,2,1,2,10,1,1,15.38000011,100.3000031, , ,4,15.28813267,609.5571289,642.9907227, ,2,375,0,2,0,2,0,0,0,0,0,0,0,0,164.8351648
218307,2,183,6,2,3,10,3,1,3,1,2,3,4,1,3,9,2,1,2,10,1,1,35.79999924,153,1,2,4,15.29326248,631.3484497,642.9907227,3,2,47,0,1,0,2,0,0,0,0,0,0,0,0,82.23
214919,2,149,7,2,14,9,6,1,3,1,2,3,2,1,4,9,1,2,1,10,1,1,25.86000061,130,1,2,4,15.30177593,596.8803101,738.2526245,3,1,155,0,1,0,2,0,0,0,0,0,0,0,0,661.4
214005,2,140,4,1,3,12,3,1,1,2,2,3,3,1,3,9,4,1,2,10,1,1,30.89999962,142.1000061,1,2,3,15.30277824,578.8447266,557.2624512,3,2,3155,0,1,0,2,0,0,0,0,0,0,0,0,1098.78
216214,2,162,3,2,3,4,4,1,3,1,2,2,1,1,1,9,2,2,2,10,4, ,17.95000076,108.3000031, , ,4,15.3040905,490.6447449,642.9907227, ,2,843,0,2,0,2,0,0,0,0,0,0,0,0,499.2673993
207804,2,78,4,1,3,3,5,1,1,1,2,1,1,1,3,9,1,1,2,10,4, ,13.69999981,94.59999847, , ,2,15.30869961,733.5966797,869.2171631, ,2,821,0,2,0,2,0,0,0,0,0,0,0,0,216
214108,2,141,3,1,3,6,2,1,1,1,2,3,1,1,1,9,1,2,2,10,1,2,23.20000076,123.0999985,1,2,3,15.30988407,400.0568542,526.3034058,3,2,3353,0,1,0,2,0,0,0,0,0,0,0,0,37.04
213104,2,131,4,2,3,4,3,1,2,1,2,2,1,1,1,9,2,1,2,10,1,1,17.70000076,107.5, , ,3,15.31638813,1630.376465,2206.240967, ,1,1810,0,2,0,2,0,0,0,0,0,0,0,0,325
213711,2,137,4,2,3,7,4,1,1,2,2,3,2,1,1,9,1,2,2,10,1,1,27.79999924,134.6999969,1,2,3,15.32179356,399.4058533,592.0913696,3,2,3255,0,1,0,2,0,0,0,0,0,0,0,0,465
207515,2,75,9,1,8,10,2,1,1,1,2,3,3,1,1,9,3,1,2,10,1,1,24.64999962,126.8000031,1,2,2,15.3312788,586.8118896,869.2171631,3,2,300,0,1,0,2,0,0,0,0,0,0,0,0,290
218009,2,180,6,2,15,11,3,1,3,2,2,3,3,1,3,9,1,2,2,10,1,2,28,135.1000061,1,2,4,15.34077454,718.8934326,642.9907227,3,2,890,0,1,0,2,0,0,0,0,0,0,0,0,148.72
203417,2,34,2,1,3,6,3,1,1,2,2,3,0,1,1,9,1,2,2,10,1,1,21.95000076,119.5999985,1,2,1,15.34518719,464.1419067,739.0075684,3,2,900,0,1,0,2,0,0,0,0,0,0,0,0,14857
214407,2,144,3,2,3,5,3,1,2,1,2,2,2,1,1,9,1,2,2,10,4, ,16.60000038,104,1,2,3,15.34763336,342.5446777,526.3034058,3,2,720,0,1,0,2,0,0,0,0,0,0,0,0,133.3333333
208901,2,89,5,1,3,10,5,1,6,1,2,3,3,1,2,9,2,2,2,10,1,1,28.70000076,136.6999969,1,2,2,15.3583622,759.7385254,920.3475952,3,2,382,0,1,0,2,0,0,0,0,0,0,0,0,385.07
205505,2,55,5,2,3,3,5,1,9,1,2,2,0,1,1,9,1,2,2,10,4, ,13.19999981,92.69999695, , ,2,15.36082268,724.574646,1054.929443, ,1,1111,0,2,0,2,0,0,0,0,0,0,0,0,1200
205514,2,55,3,2,3,9,2,1,1,1,2,3,2,1,1,9,2,2,2,84,1,1,29.70000076,139,1,2,2,15.37187576,724.574646,1054.929443,3,1,1665,0,1,0,2,0,0,0,0,0,0,0,0,1458.62
216106,2,161,3,1,3,6,1,1,3,1,2,3,0,1,1,9,1,2,1,85,3,1,24.79999924,127,1,2,4,15.37602997,526.1561279,697.2385864,3,1,1180,0,1,0,2,0,0,0,0,0,0,0,0,535.53
217420,2,174,6,1,3,8,3,1,3,2,2,3,0,1,1,9,2,2,2,10,1,2,23.45999908,123.5,1,2,4,15.38133621,559.2262573,642.9907227,3,2,260,0,1,0,2,0,0,0,0,0,0,0,0,237.36
212203,2,122,4,1,3,14,2,1,2,1,2,4,0,1,3,9,1,2,2,10,1,1,37.95000076,157,1,2,3,15.39616203,2126.341309,2206.240967,3,1,885,0,1,0,2,0,0,0,0,0,0,0,1,982.35
203416,2,34,3,1,3,6,3,1,4,2,2,2,1,1,2,9,2,2,2,10,1,2,22,119.5,1,2,1,15.40589237,464.1419067,739.0075684,3,2,725,0,1,0,2,0,0,0,0,0,0,0,0,14428
212201,2,122,4,1,3,9,3,1,1,1,2,3,2,1,1,9,2,2, ,10,1,1,27.35000038,133.1999969,1,2,3,15.4151907,2126.341309,2206.240967,3,1,1792,0,1,0,2,0,0,0,0,0,0,0,0,876.4705882
203517,2,35,3,2,3,6,3,1,1,1,2,3,0,1,1,9,1,2,2,10,1,1,18.89999962,110.6999969,1,2,1,15.42291927,602.7453003,739.0075684,3,2,700,0,1,0,2,0,0,0,0,0,0,0,0,2172.52
203213,2,32,4,1,3,8,3,1,2,1,2,3,1,1,1,9,1,2,2,10,1,1,27.70000076,134,1,2,1,15.42659855,614.1509399,739.0075684,3,2,780,0,1,0,2,0,0,0,0,0,0,0,0,6706
209519,2,95,3,2,8,19,3,1,1,2,2,12,0,1,2,9,1,2,2,10,1,1,42,165,1,2,3,15.42699718,1579.257568,2083.671875,3,1,3000,0,1,0,2,0,0,0,0,0,0,0,0,1830.26
209910,2,99,4,2,3,11,3,1,1,1,2,3,5,1,1,9,1,2,2,10,1,1,32,144,1,2,3,15.43209839,1950.029785,2083.671875,3,1,3882,0,1,0,2,0,0,0,0,0,0,0,0,598.68
218819,2,188,3,1,3,9,3,1,3,1,2,3,2,1,1,9,1,2,2,10,1,2,25.29999924,128,1,2,5,15.44189453,1063.846436,1181.093384,3,1,1945,0,1,0,2,0,0,0,0,0,0,0,0,933.33
207805,2,78,11,2,3,12,4,1,1,2,2,4,5,1,1,9,1,2,2,10,4, ,33.09999847,146.3999939,1,2,2,15.44350433,733.5966797,869.2171631,3,2,855,0,1,0,2,0,0,0,0,0,0,0,0,206
216909,2,169,6,1,3,8,6,1,3,1,2,3,1,1,2,9,2,2,2,84,1,1,26.18000031,130.1999969,1,2,4,15.44357014,545.4309082,642.9907227,3,2,104,0,1,0,2,0,0,0,0,0,0,0,0,352.2
214101,2,141,3,2,3,3,1,1,1,2,2,1,1,1,1,9,1,2,2,10,1,1,17.25,105.5999985, , ,3,15.46896553,400.0568542,526.3034058, ,2,3890,0,2,0,2,0,0,0,0,0,0,0,0,17.28395062
210018,2,100,3,1,8,5,3,1,2,1,2,3,1,1,1,9,2,2,2,10,1,1,28.20000076,135,1,2,3,15.47325134,1785.018066,2083.671875,3,1,700,0,1,0,2,0,0,0,0,0,0,0,0,770.39
207304,2,73,3,1,3,8,4,1,1,1,2,3,0,1,2,9,2,1,2,10,1,1,22.10000038,119.5,1,2,2,15.47591972,809.4883423,869.2171631,3,2,213,0,1,0,2,0,0,0,0,0,0,0,0,334
219004,2,190,4,1,3,5,3,1,1,1,2,2,0,1,2,9,1,2,2,10,4, ,15.19999981,99.09999847,1,2,5,15.47733879,841.934082,1181.093384,3,1,901.5,0,1,0,2,0,0,0,0,0,0,0,0,69.35483871
212818,2,128,4,1,3,12,2,1,1,1,2,3,4,1,3,9,1,2,2,10,1,1,31.39999962,142.3999939,1,2,3,15.48494625,1601.609131,2344.130859,3,1,1500,0,1,0,2,0,0,0,0,0,0,0,0,318.99
209114,2,91,3,1,3,10,3,1,1,1,2,3,4,1,3,9,1,2,2,10,1,2,31.85000038,143.3999939,1,2,3,15.48856449,1381.702026,2083.671875,3,1,1820,0,1,0,2,0,0,0,0,0,0,0,0,1775.05
203414,2,34,5,1,3,8,2,1,1,1,2,3,3,1,1,9,1,2,2,10,1,1,31.25,142,1,2,1,15.49791718,464.1419067,739.0075684,3,2,1420,0,1,0,2,0,0,0,0,0,0,0,0,13713
204412,2,44,3,2,3,7,1,1,7,2,2,3,0,1,3,9,2,1,2,10,1,1,20.5,115,1,2,2,15.50094509,907.8833008,1054.929443,3,1,1235,1,1,0,2,0,0,0,0,0,0,0,0,612.5
219002,2,190,5,1,8,11,3,1,1,2,2,4,5,1,4,9,2,1,2,10,1,1,33.79999924,147.6000061,1,2,5,15.51471996,841.934082,1181.093384,3,1,1780,0,1,0,2,0,0,0,0,0,0,0,0,69.68
207517,2,75,5,1,3,13,2,1,1,1,2,4,5,1,1,9,2,1,2,10,1,1,38.45000076,157.3999939,1,2,2,15.5198288,586.8118896,869.2171631,3,2,450,0,1,0,2,0,0,0,0,0,0,0,1,282
208008,2,80,4,2,3,5,3,1,1,1,2,2,0,1,2,9,2,2,2,10,1,2,18.85000038,110.1999969,1,2,2,15.52201843,509.8723145,869.2171631,3,2,271,0,1,0,2,0,0,0,0,0,0,0,0,122
212815,2,128,9,1,8,11,2,1,2,1,2,3,3,1,1,9,1,2,2,80,1,1,29.04999924,136.8000031,1,2,3,15.52293777,1601.609131,2344.130859,3,1,1460,0,1,0,2,0,0,0,0,0,0,0,0,281.01
208614,2,86,5,1,3,8,4,1,1,1,2,3,0,1,1,9,2,2,2,10,1,2,21.70000076,118.1999969,1,2,2,15.53190804,558.1314697,869.2171631,3,2,236.5,0,1,0,2,0,0,0,0,0,0,0,0,349.25
213503,2,135,3,2,3,3,3,1,2,2,2,2,0,1,1,9,2,2,2,10,1,1,16.79999924,104, , ,3,15.53254414,492.4428711,557.2624512, ,2,1110,0,2,0,2,0,0,0,0,0,0,0,0,2363.095238
207814,2,78,6,2,3,9,4,1,2,2,2,3,3,1,3,9,1,2,2,10,1,2,28.64999962,135.8000031,1,2,2,15.53549385,733.5966797,869.2171631,3,2,1309,0,1,0,2,0,0,0,0,0,0,0,0,176
218919,2,189,4,1,3,4,2,1,1,1,2,1,0,1,1,9,1,2,2,10,1,1,16.20000076,102.0999985, , ,5,15.54044914,1041.966553,1250.569458, ,1,930,0,2,0,2,0,0,0,0,0,0,0,0,70
208903,2,89,3,1,3,6,3,1,3,1,2,3,0,1,1,9,2,2,2,10,1,1,21.75,118.3000031,1,2,2,15.54138565,759.7385254,920.3475952,3,2,334,0,1,0,2,0,0,0,0,0,0,0,0,391.04
206816,2,68,7,2,8,5,5,1,1,1,2,2,1,1,3,9,2,1,2,80,1,1,17.20000076,105.1999969,1,2,2,15.541646,700.8427124,869.2171631,3,2,120,0,1,0,2,0,0,0,0,0,0,0,0,208
216914,2,169,2,1,8,18,1,1,3,1,2,6,0,1,5,9,2,2,2,84,1,2,48.52999878,176.6999969,1,2,4,15.54308414,545.4309082,642.9907227,3,2,79,0,1,0,2,0,0,0,0,0,0,0,0,342.12
203408,2,34,7,2,15,13,2,1,3,2,2,3,3,1,4,9,1,2,2,10,4, ,34.75,149.5,1,2,1,15.547925,464.1419067,739.0075684,3,2,825,0,1,0,2,0,0,0,0,0,0,0,0,11854
207805,2,78,8,2,3,9,4,1,1,2,2,3,1,1,1,9,1,2,2,10,4, ,18.75,109.8000031,1,2,2,15.55236912,733.5966797,869.2171631,3,2,935,0,1,0,2,0,0,0,0,0,0,0,0,210
213208,2,132,5,1,3,8,5,1,9,1,2,3,1,1,1,9,1,2,2,10,1,1,26.5,130.5,1,2,3,15.56054688,344.182251,631.5640869,3,2,1450,0,1,0,2,0,0,0,0,0,0,0,0,847.62
213312,2,133,5,2,3,4,2,1,2,1,2,2,0,2,1,9,3,1,2,10,4, ,17.85000038,107.0999985, , ,3,15.56178093,509.2609863,526.3034058, ,2,255,0,2,0,2,0,0,0,0,0,0,0,0,1326.190476
214007,2,140,4,2,3,5,3,1,1,1,2,3,1,1,1,9,1,2,2,10,1,1,16.45000076,102.8000031,1,2,3,15.5660944,578.8447266,557.2624512,3,2,1443,0,1,0,2,0,0,0,0,0,0,0,0,775.61
219202,2,192,3,1,3,18,3,1,1,1,3,6,3,2,3,9,4,2,2,10,1,1,45.90000153,171.6999969,1,1,5,15.56940937,928.3476563,1328.730103,1,1,1500,0,1,0,2,0,1,1,0,0,0,0,0,150
203317,2,33,5,1,10,4,3,1,1,1,2,2,0,1,5,9,1,1,2,80,4, ,16.20000076,102, , ,1,15.57093525,478.3523254,739.0075684, ,2,600,0,2,0,2,0,0,0,0,0,0,0,0,10138
208316,2,83,5,2,3,8,2,1,1,1,2,3,2,1,2,9,2,2,2,10,1,1,32.70000076,144.8999939,1,2,2,15.57438946,768.3139648,869.2171631,3,2,265,0,1,0,2,0,0,0,0,0,0,0,0,202.99
211302,2,113,3,1,3,4,3,1,2,1,2,2,0,1,1,9,1,2,2,10,1,1,15.89999962,101, , ,3,15.58670712,2017.203735,2083.671875, ,1,1800,0,2,0,2,0,0,0,0,0,0,0,0,905.4864865
211219,2,112,5,1,3,13,1,1,3,2,2,4,0,1,3,9,1,2,2,10,1,2,24,124,1,2,3,15.60874081,1562.293701,2083.671875,3,1,1000,0,1,0,2,0,0,0,0,0,0,0,0,836.19
215215,2,152,3,2,3,9,4,1,3,1,2,3,3,1,1,9,1,2,2,10,1,1,26.26000023,129.6999969,1,2,4,15.61042786,443.6966248,697.2385864,3,1,1912,0,1,0,2,0,0,0,0,0,0,0,0,421.62
205701,2,57,2,1,3,8,3,1,1,2,2,3,1,1,1,9,2,2,2,10,1,2,24.39999962,125,1,2,2,15.61600018,779.0640259,1054.929443,3,1,400,0,1,0,2,0,0,0,0,0,0,0,0,1142.86
208210,2,82,4,2,3,9,3,1,1,1,2,3,3,1,1,9,2,2,2,10,1,1,23.25,122,1,2,2,15.62080097,657.5801392,869.2171631,3,2,275,0,1,0,2,0,0,0,0,0,0,0,0,42
217102,2,171,3,1,3,11,3,1,3,1,2,3,2,1,1,9,3,1,2,10,1,1,29.70999908,137.8999939,1,2,4,15.62334919,413.1634216,680.8137207,3,2,397,0,1,0,2,0,0,0,0,0,0,0,0,303.85
206708,2,67,2,2,3,18,2,1,1,2,2,6,3,1,2,9,2,1,2,10,1,1,47.84999847,175,1,2,2,15.62448883,915.9619751,1054.929443,1,1,1005,0,1,0,2,0,0,1,0,0,0,0,0,2400
212307,2,123,4,2,3,14,4,1,6,2,2,4,1,1,1,9,1,2,2,10,1,1,40.45000076,160.8999939,1,2,3,15.62451267,1506.845459,2083.671875,3,1,890,0,1,0,2,0,0,0,0,0,0,0,0,703.39
214217,2,142,5,1,3,18,2,1,2,1,2,3,2,1,1,9,2,1,2,10,1,2,50.29999924,179.3999939,1,2,3,15.62870979,330.6532288,526.3034058,3,2,267,0,2,0,2,0,0,0,0,0,0,0,0,96.3
203010,2,30,4,2,3,7,1,1,1,1,2,3,1,1,1,9,2,1,2,10,1,1,23.5,122.5999985,1,2,1,15.63460541,459.0725403,739.0075684,3,2,705,0,1,0,2,0,0,0,0,0,0,0,0,3274
217109,2,171,3,1,8,11,3,1,3,1,2,3,3,1,4,9,2,1,2,10,1,1,27.45000076,132.5,1,2,4,15.63545799,413.1634216,680.8137207,3,2,240,0,1,0,2,0,0,0,0,0,0,0,0,289.74
211715,2,117,6,1,3,8,3,1,2,1,2,3,0,1,1,9,1,2,2,10,1,2,25.62999916,128,1,2,3,15.64330959,2411.869141,2344.130859,3,1,778,0,1,0,2,0,0,0,0,0,0,0,0,3645.45
215103,2,151,5,2,8,4,3,1,3,1,2,2,1,1,1,9,1,2,2,10,1,2,16.14999962,101.5999985, , ,4,15.64534378,531.4110718,697.2385864, ,1,2925,0,2,0,2,0,0,0,0,0,0,0,0,366.6666667
208402,2,84,2,2,3,11,5,1,1,1,2,4,5,1,2,9,1,2,2,10,1,1,31.54999924,142,1,2,2,15.64669704,841.0664673,869.2171631,3,2,932,0,1,0,2,0,0,0,0,0,0,0,0,232.84
216316,2,163,4,1,3,4,3,1,1,1,2,2,1,1,1,9,2,2,2,10,1,1,18.21999931,107.9000015, , ,4,15.64968014,456.3815002,642.9907227, ,2,205,0,2,0,2,0,0,0,0,0,0,0,0,463.003663
204413,2,44,4,2,3,6,3,1,1,1,2,3,0,1,1,9,1,2,2,10,1,1,20,113,1,2,2,15.66293335,907.8833008,1054.929443,3,1,1525,0,1,0,2,0,0,0,0,0,0,0,0,625
209910,2,99,5,1,3,6,3,1,1,1,2,2,1,1,1,9,1,2,2,10,1,1,19.29999924,111,1,2,3,15.66431236,1950.029785,2083.671875,3,1,4550,0,1,0,2,0,0,0,0,0,0,0,0,592.76
203318,2,33,5,1,3,5,3,1,1,1,2,3,0,1,1,9,1,2,2,10,1,1,19.29999924,111,1,2,1,15.66431236,478.3523254,739.0075684,3,2,910,0,1,0,2,0,0,0,0,0,0,0,0,10424
205503,2,55,5,1,3,14,3,1,1,1,3,4,3,1,1,9,2,1,2,10,1,1,55.90000153,188.8999939,1,2,2,15.66563225,724.574646,1054.929443,3,1,1050,0,1,0,2,0,0,0,0,0,0,0,0,1135.71
203703,2,37,4,1,3,10,2,1,1,1,2,3,3,1,2,9,1,2,2,10,1,1,27.29999924,132,1,2,1,15.66804409,651.338623,739.0075684,3,2,1328,0,1,0,2,0,0,0,0,0,0,0,1,2126.72
205801,2,58,3,2,3,9,2,1,1,1,2,3,3,1,2,9,2,1,2,10,1,1,26.89999962,131,1,2,2,15.67507744,839.7705078,1054.929443,3,1,500,0,1,0,2,0,0,0,0,0,0,0,0,331.91
215305,2,153,4,2,3,11,6,1,3,1,2,3,4,1,1,9,1,2,2,10,4, ,29,136,1,2,4,15.6790657,462.5010681,738.2526245,3,1,1372,0,1,0,2,0,0,0,0,0,0,0,0,1018.918919
207505,2,75,8,1,14,8,5,1,7,2,2,3,3,1,4,9,1,2,2,10,1,1,26.29999924,129.5,1,2,2,15.68253231,586.8118896,869.2171631,3,2,915,0,1,0,2,0,0,0,0,0,0,0,0,298
215816,2,158,2,2,3,9,3,1,4,1,2,3,4,1,2,9,2,2,2,10,1,1,25.70000076,128,1,2,4,15.68603516,549.8044434,697.2385864,3,1,222,0,1,0,2,0,0,0,0,0,0,0,0,569.78
212705,2,127,4,1,3,9,4,1,1,1,2,3,2,1,1,9,1,2,2,10,1,1,28.25,134.1999969,1,2,3,15.68604469,1683.28479,2206.240967,3,1,3875,0,1,0,2,0,0,0,0,0,0,0,0,91.14
215402,2,154,2,2,3,17,3,1,3,2,2,4,6,1,2,9,2,2,2,10,1,1,33.90000153,147,1,2,4,15.68790817,539.4721069,697.2385864,3,1,271,0,1,0,2,0,0,0,0,0,0,0,0,1614.29
215403,2,154,2,1,3,5,3,1,3,1,2,2,2,1,2,9,2,1,2,10,4, ,16.64999962,103,1,2,4,15.6942215,539.4721069,697.2385864,3,1,185,0,1,0,2,0,0,0,0,0,0,0,0,1521.428571
214514,2,145,4,1,3,9,3,1,3,1,2,3,2,1,1,9,3,2,2,84,1,1,26.12000084,129,1,2,4,15.69617271,609.9917603,738.2526245,3,1,265.5,0,1,0,2,0,0,0,0,0,0,0,0,158.02
214804,2,148,4,1,3,10,4,1,3,1,2,3,3,1,1,9,2,1,2,10,1,1,31.75,142.1999969,1,2,4,15.70162296,640.2460327,697.2385864,3,1,328,0,1,0,2,0,0,0,0,0,0,0,0,610
212301,2,123,3,1,3,10,3,1,1,2,2,3,4,1,2,9,1,2,2,10,1,1,30,138.1999969,1,2,3,15.70743179,1506.845459,2083.671875,3,1,1175,0,1,0,2,0,0,0,0,0,0,0,0,601.69
218507,2,185,4,2,3,5,3,1,3,1,2,3,1,1,3,9,2,1,2,10,1,2,17.5,105.5,1,2,4,15.72291756,461.7030334,642.9907227,3,2,1460,0,1,0,2,0,0,0,0,0,0,0,0,98.75
214215,2,142,6,1,3,10,3,1,2,1,2,3,2,1,3,9,2,2,2,10,1,2,29,135.8000031,1,2,3,15.72528172,330.6532288,526.3034058,3,2,167,0,1,0,2,0,0,0,0,0,0,0,0,88.89
205507,2,55,5,1,3,13,2,1,1,2,2,4,4,1,1,9,2,1, ,10,1,1,35.09999847,149.3999939,1,2,2,15.72555351,724.574646,1054.929443,3,1,640,0,1,0,2,0,0,0,0,0,0,0,0,1264.285714
209910,2,99,6,1,3,3,3,1,1,1,2,1,1,1,3,9,1,2,2,10,1,1,14.5,96, , ,3,15.73350716,1950.029785,2083.671875, ,1,3600,0,2,0,2,0,0,0,0,0,0,0,0,610.5263158
209915,2,99,3,2,3,12,3,1,1,2,2,4,6,1,1,9,1,2,2,10,4, ,38.29999924,156,1,2,3,15.73800087,1950.029785,2083.671875,3,1,2500,0,1,0,2,0,0,0,0,0,0,0,0,640.1315789
205807,2,58,2,1,3,11,3,1,1,1,2,3,3,1,2,9,1,2,2,10,1,1,28.89999962,135.5,1,2,2,15.7405262,839.7705078,1054.929443,3,1,750,0,1,0,2,0,0,0,0,0,0,0,0,310.64
209918,2,99,3,2,3,4,1,1,9,1,2,1,2,1,1,9,2,1,2,10,1,1,20.10000038,113, , ,3,15.74124908,1950.029785,2083.671875, ,1,1235,0,2,0,2,0,0,0,0,0,0,0,0,675.6578947
205202,2,52,4,1,3,3,3,1,1,1,2,2,0,1,1,9,1,2,2,10,1,2,14.30000019,95.30000305, , ,2,15.74527359,693.3483276,1054.929443, ,1,760,0,2,0,2,0,0,0,0,0,0,0,0,1252
203405,2,34,3,1,3,10,2,1,1,2,2,3,3,1,1,9,1,2,2,10,1,2,28.45000076,134.3999939,1,2,1,15.7501173,464.1419067,739.0075684,3,2,3474,0,1,0,2,0,0,0,0,0,0,0,0,11425
204601,2,46,5,2,3,9,2,1,1,1,2,3,3,1,1,9,1,1,2,10,1,1,29.20000076,136.1000061,1,2,2,15.76400566,915.3756104,1116.984131,3,1,270,0,1,0,2,0,0,0,0,0,0,0,0,758.33
203114,2,31,4,2,8,5,4,1,1,1,2,2,0,1,1,9,2,1,2,10,4, ,13,90.80000305,1,2,1,15.7678194,524.7976074,739.0075684,3,2,230,0,1,0,2,0,0,0,0,0,0,0,0,5276
218314,2,183,2,1,3,14,2,1,3,2,2,4,6,1,1,9,2,2,2,10,1,1,39.45000076,158.1000061,1,2,4,15.78277016,631.3484497,642.9907227,3,2,226,0,1,0,2,0,0,0,0,0,0,0,0,72.16
207919,2,79,7,1,8,6,2,1,1,1,2,3,1,1,3,9,1,1,2,10,1,2,19.10000038,110,1,2,2,15.78512383,535.4447021,869.2171631,3,2,20,0,1,0,2,0,0,0,0,0,0,0,0,146
217204,2,172,4,1,3,13,2,1,3,1,2,4,6,1,1,9,2,2,2,10,4, ,27.62999916,132.3000031,1,2,4,15.78560257,435.6768188,642.9907227,3,2,155,0,1,0,2,0,0,0,0,0,0,0,0,273.6263736
212913,2,129,3,1,3,12,3,1,1,1,2,3,4,1,3,9,1,2,2,10,1,2,33.15000153,144.8999939,1,2,3,15.78871632,1913.334839,2083.671875,3,1,965,0,1,0,2,0,0,0,0,0,0,0,0,402.53
203402,2,34,5,2,3,7,5,1,1,1,2,3,0,1,4,9,1,2,2,10,1,1,22.54999924,119.5,1,2,1,15.79103947,464.1419067,739.0075684,3,2,1170,0,1,0,2,0,0,0,0,0,0,0,0,10996
204413,2,44,5,2,3,3,3,1,1,1,2,1,0,1,1,9,1,1,2,10,1,1,17.10000038,104, , ,2,15.80991173,907.8833008,1054.929443, ,1,1465,0,2,0,2,0,0,0,0,0,0,0,0,629.1666667
