hhid,quarter,cluster,personid,s1aq1,s1aq2,s1aq4y,s1aq6,s1aq7,s1aq9a,s1bq1,s2aq1,s2aq3,s2aq4,s2aq5,s2aq12,s2aq13,s3aq1,s3aq5,s3aq22a,s3aq23,s3bq1,s3bq2,s3bq3,s3bq4,s3cq6,s4aq1,region,BMI,pop_weight,hh_weight,econact,urbrur,Edu_Expensis,Training,Disability,Side_Earnings,Secured_Job,Unemployment,Health_issues,Health_hazards,Psychological_trauma,preventive_measures,Good_Health_practice,Health_control,Lterm_percept,Total_Income
315604,3,156,3,1,3,25,3,1,3,1,3,12,3,2,3,9,1,2,2,10,1,1,67.40000153,172,1,2,4,22.78258514,732.1998901,946.7174072,2,1,5000,0,1,0,2,1,0,0,0,0,0,0,0,200
306010,3,60,3,1,3,14,5,1,9,1,2,4,1,1,3,9,1,2,2,10,1,1,49.09999847,146.6999969,1,2,2,22.8150425,965.4649048,1064.942505,1,1,600,0,1,0,2,0,0,0,0,0,0,0,0,434.62
318420,3,184,4,1,3,20,7,1,3,1,3,6,1,2,2,9,1,2,2,10,1,1,67.5,172,1,1,4,22.81638718,521.7284546,649.000061,1,2,500,0,1,0,2,0,0,0,0,0,0,0,0,50
313107,3,131,3,2,3,23,4,1,6,2,2,12,3,2,4,9,1,2,2,10,1,2,65.80000305,169.8000031,1,2,3,22.82183266,1649.137329,2321.017578,3,1,2000,0,1,0,2,0,0,0,0,0,0,0,0,587.65
305709,3,57,5,2,3,9,3,1,1,2,2,3,3,1,3,9,1,2,2,10,4, ,53,152.3000031,1,2,2,22.84946632,793.1826782,1064.942505,3,1,1000,0,1,0,2,0,0,0,0,0,0,0,0,537.1428571
310119,3,101,5,2,3,7,3,1,2,1,2,3,0,1,1,9,1,2,2,10,4, ,37,127.1999969,1,2,3,22.8679657,1981.644409,2192.072266,3,1,1450,0,1,0,2,0,0,0,0,0,0,0,0,387.5
306008,3,60,2,2,3,18,3,1,3,1,2,8,1,1,2,9,2,1, ,10,1,1,57.5,158.5,1,2,2,22.88807678,965.4649048,1064.942505,3,1,2800,0,1,0,2,0,0,0,0,0,0,0,0,607.6923077
309018,3,90,3,2,3,4,3,1,2,2,2,2,0,1,1,9,1,2,2,10,4, ,22,98, , ,3,22.90712166,1586.699707,2192.072266, ,1,2500,0,2,0,2,0,0,0,0,0,0,0,0,522.6666667
313418,3,134,4,2,3,14,3,1,2,1,3,3,3,2,1,9,1,2,2,10,4, ,55.20000076,155.1999969,1,2,3,22.91688919,507.8355713,543.7792969,3,2,1857,0,1,0,2,0,0,0,0,0,0,0,0,461.1111111
308316,3,83,3,1,3,22,3,1,1,1,3,8,3,1,3,9,1,2,2,10,1,1,65.40000153,168.8000031,1,2,2,22.95265198,760.8519287,887.5424805,2,2,4800,0,1,0,2,1,0,0,0,0,0,0,0,131.82
310121,3,101,2,2,2,39,2,1,1,2,3,11,2,1,8,9,1,2,2,10,1,1,65,168,1,2,3,23.03004456,1981.644409,2192.072266,1,1,5000,1,1,1,2,0,0,1,0,0,0,1,0,377.5
314818,3,148,2,2,3,15,1,1,3,1,2,6,0,2,3,9,1,2,2,10,1,1,57.08000183,157.3999939,1,2,4,23.03957939,634.9177856,683.7403564,3,1,1500,0,1,0,2,0,0,0,0,0,0,0,0,551.28
318503,3,185,6,2,3,9,3,1,3,1,2,3,2,1,3,9,2,2, ,10,1,1,36,125,1,2,4,23.04000092,455.6521301,649.000061,3,2,150,0,1,0,2,0,0,0,0,0,0,0,0,239.1304348
309708,3,97,7,2,15,14,3,1,1,2,2,4,2,1,1,9,1,2,2,10,1,1,55.59999847,155.1999969,1,2,3,23.0829525,1513.172119,2192.072266,3,1,1110,0,1,0,2,0,0,0,0,0,0,0,0,67.61
312704,3,127,3,2,3,21,3,1,4,1,2,12,1,1,2,9,1,2,2,10,1,1,62.90000153,165,1,2,3,23.10376549,1489.820679,2321.017578,3,1,2500,0,1,0,2,0,0,0,0,0,0,0,0,313.33
309201,3,92,3,1,3,21,3,1,2,2,2,12,1,2,3,9,1,2,2,10,1,1,61.40000153,163,1,2,3,23.10964012,1753.481201,2192.072266,3,1,2500,1,2,0,2,0,0,0,0,0,0,0,0,1500
314018,3,140,3,1,3,18,3,1,3,2,2,6,3,1,2,9,2,1,2,10,4, ,63.70000076,166,1,2,3,23.1165638,513.1314087,575.7662964,3,2,1695,0,1,0,2,0,0,0,0,0,0,0,1,25
316310,3,163,2,1,14,9,3,1,5,2,2,2,1,1,2,9,2,1,2,10,1,2,35,123,1,2,4,23.13437843,450.4006958,649.000061,3,2,25,0,1,0,2,0,0,0,0,0,0,0,0,375.4
313508,3,135,3,2,3,8,3,1,1,2,2,3,4,1,1,9,1,2,2,10,1,1,42.29999924,135.1999969,1,2,3,23.14126015,523.8461304,575.7662964,3,2,950,0,1,0,2,0,0,0,0,0,0,0,0,445.68
304903,3,49,6,2,3,10,4,1,1,1,2,4,0,1,2,9,1,2,2,10,1,1,59.29999924,160,1,2,2,23.1640625,945.4347534,1127.586182,3,1,800,0,1,0,2,0,0,0,0,0,0,0,0,1163.71
311409,3,114,5,2,3,6,3,1,1,1,2,2,1,2,1,9,1,2,2,10,1,1,21,95.19999695,1,2,3,23.17103386,2424.540039,2192.072266,3,1,1000,0,1,0,2,0,0,0,0,0,0,0,1,1647.37
309907,3,99,4,2,3,14,2,1,3,1,2,4,2,1,1,9,1,2,2,10,1,1,58,158,1,2,3,23.23345566,2203.680664,2192.072266,3,1,1800,0,1,0,2,0,0,0,0,0,0,0,0,230.99
306509,3,65,2,1,3,11,2,1,1,1,2,3,3,1,2,9,1,2,2,10,1,1,39.29999924,130,1,2,2,23.25443649,938.2385864,1064.942505,3,1,804,0,1,0,2,0,0,0,0,0,0,0,0,1001.38
305719,3,57,2,2,3,17,3,1,1,2,2,6,0,2,2,9,1,2,2,10,1,1,58.59999847,158.6000061,1,2,2,23.29652786,793.1826782,1064.942505,3,1,1200,0,1,0,2,0,0,0,0,0,0,0,0,1566.67
316603,3,166,5,1,10,19,3,1,3,1,3,3,3,1,4,9,1,2,2,10,1,1,65,167,1,2,4,23.30668068,524.7443848,649.000061,2,2,1500,0,1,0,2,1,0,0,0,0,0,0,0,448.84
312203,3,122,6,2,3,9,2,1,2,1,2,3,3,1,3,9,1,2,2,10,1,1,44.40000153,137.8000031,1,2,3,23.38215446,2135.928467,2321.017578,3,1,1400,0,1,0,2,0,0,0,0,0,0,0,0,524.3
310104,3,101,3,2,3,24,3,1,1,1,2,11,2,1,3,9,1,2,2,10,4, ,66,168,1,2,3,23.38435364,1981.644409,2192.072266,3,1,7000,0,1,0,2,0,0,0,0,0,0,0,0,377.4647887
318014,3,180,4,1,3,13,1,1,3,1,2,4,0,1,2,9,1,2,2,10,1,1,62.25,163.1000061,1,2,4,23.40083694,709.4711914,649.000061,3,2,1040,0,1,0,2,0,0,0,0,0,0,0,0,207.97
312819,3,128,2,1,3,12,3,1,1,1,2,3,6,2,3,9,1,2,2,10,1,1,36,124,1,2,3,23.41311073,1822.546509,2466.081299,3,1,3000,0,1,0,2,0,0,0,0,0,0,0,0,518.04
304907,3,49,3,2,3,13,2,1,1,1,2,4,2,1,2,9,1,2, ,10,1,2,58.54999924,158.1000061,1,2,2,23.42411041,945.4347534,1127.586182,3,1,1500,0,1,0,2,0,0,0,0,0,0,0,1,1142.475248
308515,3,85,6,1,8,19,3,1,2,2,3,6,3,2,3,9,1,2,2,10,1,1,46,140,1,2,2,23.46938705,528.9641724,887.5424805,2,2,700,0,1,0,2,1,0,0,0,0,0,0,0,193.86
306013,3,60,4,1,8,17,5,1,9,1,3,6,3,1,5,9,1,2,2,10,1,1,57.5,156.5,1,2,2,23.47681427,965.4649048,1064.942505,1,1,850,0,1,0,2,0,1,0,0,0,0,1,0,400
305212,3,52,4,1,3,17,3,1,1,2,2,4,2,1,1,9,2,2, ,10,1,2,62.36000061,162.6000061,1,2,2,23.58658028,705.9138794,1064.942505,3,1,200,0,1,0,2,0,0,0,0,0,0,0,0,1328.070175
312402,3,124,5,2,12,14,3,1,2,1,2,4,1,1,3,9,2,2, ,10,1,2,63.5,164,1,2,3,23.60945892,2544.616211,2192.072266,3,1,1500,0,1,0,2,0,0,0,0,0,0,0,0,2059.68
346020,3,460,6,1,8,16,5,1,6,1,2,4,1,1,4,9,1,2,1,10,4, ,60,159.3000031,1,2,12,23.64393044,833.461853,887.7133179,1,1,450,1,1,0,2,0,0,0,0,0,0,0,1,575
309019,3,90,4,2,3,9,3,1,2,1,2,3,3,1,1,9,1,2,2,10,1,1,37,125,1,2,3,23.68000031,1586.699707,2192.072266,3,1,2000,0,1,0,2,0,0,0,0,0,0,0,0,561.62
309305,3,93,7,2,14,18,4,1,1,2,2,4,2,1,1,9,1,2,2,10,1,1,59.41999817,158.3000031,1,2,3,23.71214294,1813.363892,2192.072266,3,1,700,0,1,0,2,0,0,0,0,0,0,0,0,3092.8
314611,3,146,3,2,3,16,4,1,3,1,2,4,1,1,2,9,1,2,2,10,1,1,59.27000046,158.1000061,1,2,4,23.71216202,466.172699,683.7403564,3,1,710,0,1,0,2,0,0,0,0,0,0,0,0,408.33
313505,3,135,5,1,14,9,3,1,3,2,2,3,1,1,4,9,1,2,2,10,1,1,46.5,140,1,2,3,23.72448921,523.8461304,575.7662964,3,2,1760,0,1,0,2,0,0,0,0,0,0,0,0,451.85
319005,3,190,4,2,3,8,3,1,3,1,2,3,2,1,3,9,1,2,2,10,1,2,32.59999847,117.0999985,1,2,5,23.77408409,895.4003906,1224.544312,3,1,1230,0,1,0,2,0,0,0,0,0,0,0,0,824.92
306013,3,60,2,1,3,28,5,1,9,1,2,16,1,1,5,9,1,2,2,10,1,1,67.5,168.3999939,1,2,2,23.80233955,965.4649048,1064.942505,3,1,3500,0,1,0,2,0,0,0,0,0,0,0,0,400
315604,3,156,5,1,3,18,3,1,3,1,2,6,2,1,3,9,1,2,2,10,1,1,68,169,1,2,4,23.80869102,732.1998901,946.7174072,3,1,3000,0,1,0,2,0,0,0,0,0,0,0,0,225
305207,3,52,4,2,3,13,3,1,1,1,2,4,0,1,1,9,1,2,2,10,4, ,55.63000107,152.6000061,1,2,2,23.88911057,705.9138794,1064.942505,3,1,1000,0,1,0,2,0,0,0,0,0,0,0,0,1414.035088
305618,3,56,4,2,3,9,3,1,1,1,2,3,3,1,3,9,1,2,2,10,1,1,50.45000076,145.3000031,1,2,2,23.89625931,715.3132935,1127.586182,3,1,1130,0,1,0,2,0,0,0,0,0,0,0,0,571.43
309511,3,95,3,1,3,11,5,1,6,2,2,3,4,1,1,9,2,2, ,10,1,2,35,121,1,2,3,23.9054718,1784.674316,2192.072266,3,1,3200,0,1,0,2,0,0,0,0,0,0,0,0,1344.6875
306705,3,67,1,1,1,37,3,1,5,2,3,12,3,2,3,9,1,2,2,84,1,1,77,179.3000031,1,1,2,23.95135689,830.5996704,1064.942505,1,1,4000,0,1,0,2,0,1,0,1,1,1,1,0,1860
305313,3,53,7,1,14,24,3,4, ,2,2, ,2,1,2,9,1,2,2,10,4, ,81.65000153,184.6000061,1,2,2,23.96032906,746.5012207,1064.942505,3,1,1350,0,1,0,2,0,0,0,0,0,0,0,0,1205.263158
310216,3,102,3,2,3,17,3,1,3,2,2,4,3,1,1,9,1,2,2,10,1,1,63.20000076,162.3999939,1,2,3,23.96321487,1591.943115,2192.072266,3,1,800,0,1,0,2,0,0,0,0,0,0,0,0,350
302902,3,29,5,2,3,18,4,1,3,1,2,6,2,1,3,9,1,2,2,10,1,2,61.40000153,160,1,2,1,23.984375,588.776123,772.2766724,1,2,603,0,1,0,2,0,0,0,0,0,0,0,0,740
304416,3,44,2,1,3,8,1,1,1,1,2,3,2,1,3,9,1,2,2,84,1,1,48.5,142.1999969,1,2,2,23.98515701,872.9841309,1064.942505,3,1,1250,0,1,0,2,0,0,0,0,0,0,0,1,1503.51
316004,3,160,3,1,3,13,1,1,3,1,3,4,1,1,3,9,2,1,2,10,1,1,65.5,165,1,2,4,24.05876923,628.4178467,683.7403564,3,1,150,0,1,0,2,0,0,0,0,0,0,0,0,173.44
311510,3,115,3,2,3,33,1,1,2,2,3,12,4,2,9,9,1,2,2,10,1,1,56.81000137,153.6000061,1,1,3,24.079216,1971.830322,2192.072266,1,1,3450,0,1,0,2,0,0,0,0,1,1,1,1,1850
311818,3,118,3,2,3,19,3,1,1,1,3,6,1,2,3,9,1,2,2,10,1,1,64,163,1,2,3,24.0882225,2334.462891,2192.072266,3,1,2500,0,1,0,2,0,0,0,0,0,0,0,0,154.11
310804,3,108,3,2,10,13,2,1,1,2,2,4,0,1,1,9,2,2, ,10,1,1,44,135,1,2,3,24.14266205,2118.087402,2192.072266,1,1,1800,0,1,0,2,0,0,0,0,0,0,0,0,650
306005,3,60,3,1,8,12,2,1,1,1,2,3,3,1,5,9,2,2, ,80,1,2,39.90000153,128.5,1,2,2,24.16387939,965.4649048,1064.942505,3,1,600,0,1,0,2,0,0,0,0,0,0,0,0,780.7692308
309101,3,91,4,2,3,22,3,1,2,2,2,10,2,2,3,9,1,2,2,10,1,1,66.75,166.1999969,1,2,3,24.16513634,1561.430908,2192.072266,3,1,6000,0,1,0,2,0,0,0,0,0,0,0,0,620.05
312821,3,128,3,1,3,7,3,1,2,1,2,3,1,1,1,9,1,2,2,10,1,1,36,122,1,2,3,24.18704605,1822.546509,2466.081299,3,1,1250,0,1,0,2,0,0,0,0,0,0,0,0,529.41
311507,3,115,5,2,13,5,9,1,2,1,2,2,0,1,1,9,1,2,2,10,4, ,37.95000076,125.1999969,1,2,3,24.21046638,1971.830322,2192.072266,3,1,930,0,1,0,2,0,0,0,0,0,0,0,0,1831.578947
307301,3,73,3,2,10,16,2,1,1,1,2,4,2,1,4,9,1,2,2,10,4, ,54.95000076,150.6000061,1,2,2,24.22800827,801.6260986,887.5424805,3,2,862,0,1,0,2,0,0,0,0,0,0,0,0,190
316607,3,166,3,1,3,17,3,1,3,2,2,4,2,1,3,9,1,2,2,10,1,1,59,156,1,2,4,24.24391937,524.7443848,649.000061,3,2,1000,0,1,0,2,0,0,0,0,0,0,0,0,458.02
305318,3,53,7,2,14,19,3,1,5,1,2,6,0,2,3,9,1,2,2,10,1,1,60.34999847,157.6999969,1,2,2,24.26687813,746.5012207,1064.942505,1,1,900,0,1,0,2,0,0,0,0,0,0,0,0,1143.86
312211,3,122,1,1,1,29,2,1,2,2,3,12,4,2,1,9,1,2,2,10,1,2,79.59999847,181,1,1,3,24.29718208,2135.928467,2321.017578,1,1,800,0,1,0,1,0,0,0,0,1,0,1,0,5700
312818,3,128,5,2,3,6,2,1,1,1,2,3,1,1,4,9,1,2,2,80,1,1,38,125,1,2,3,24.31999969,1822.546509,2466.081299,3,1,1800,0,1,0,2,0,0,0,0,0,0,0,0,506.67
306003,3,60,4,1,3,15,5,1,9,1,2,4,2,1,3,9,2,2, ,10,1,2,54.20000076,149.1999969,1,2,2,24.34790802,965.4649048,1064.942505,3,1,600,0,1,0,2,0,0,0,0,0,0,0,0,716.6666667
306013,3,60,3,2,3,22,5,1,9,1,3,12,3,2,2,9,1,2,2,10,1,1,61.20000076,158.5,1,1,2,24.36087608,965.4649048,1064.942505,1,1,500,0,1,0,2,0,1,1,0,0,0,1,0,400
311416,3,114,2,1,3,10,3,1,1,2,2,3,4,1,1,9,1,2,2,10,4, ,37,123,1,2,3,24.4563427,2424.540039,2192.072266,3,1,2500,0,1,0,2,0,0,0,0,0,0,0,0,1776.315789
315305,3,153,6,2,3,4,6,1,3,1,2,3,0,1,1,9,1,2,2,10,4, ,25,101, , ,4,24.50740051,458.6512451,723.9603882, ,1,720,0,2,0,2,0,0,0,0,0,0,0,0,1320.512821
310121,3,101,3,2,3,12,2,1,3,1,2,4,5,1,1,9,2,2, ,10,4, ,53,147,1,2,3,24.52681732,1981.644409,2192.072266,3,1,3600,0,1,0,2,0,0,0,0,0,0,0,0,380
309019,3,90,3,1,3,12,3,1,2,1,2,4,0,1,1,9,1,2,2,10,1,1,49.5,142,1,2,3,24.54870033,1586.699707,2192.072266,3,1,2000,0,1,0,2,0,0,0,0,0,0,0,0,581.1
309708,3,97,3,1,3,11,3,1,1,2,2,3,5,1,1,9,1,2,2,10,1,1,56.20000076,151.3000031,1,2,3,24.55039215,1513.172119,2192.072266,3,1,940,0,1,0,2,0,0,0,0,0,0,0,0,73.24
318806,3,188,3,2,3,16,4,1,1,1,3,4,0,2,2,9,1,2,2,10,1,1,68.59999847,167.1000061,1,2,5,24.56807709,1131.404541,1224.544312,3,1,800,0,1,0,2,0,0,0,0,0,0,0,0,1607.73
306405,3,64,2,2,3,16,2,1,1,1,2,6,1,2,2,9,1,2,2,10,1,2,63.95000076,161.1000061,1,2,2,24.6404953,1067.690552,1127.586182,3,1,800,0,1,0,2,0,0,0,0,0,0,0,0,371.72
312715,3,127,5,2,3,15,3,1,1,1,2,4,2,1,1,9,1,2,2,10,1,1,71.69999695,170.5,1,2,3,24.66438866,1489.820679,2321.017578,3,1,2500,0,1,0,2,0,0,0,0,0,0,0,0,381.57
305013,3,50,1,1,1,46,3,1,4,2,2,14,1,1,8,9,1,2, ,10,1,1,76.34999847,175.8999939,1,2,2,24.67614937,1024.461792,1064.942505,1,1,8000,0,1,1,2,0,0,0,0,0,0,1,0,2500
319314,3,193,1,1,1,37,2,1,4,1,3,11,3,2,8,9,1,2,2,10,1,1,75,174.3000031,1,1,5,24.68689537,828.142334,1224.544312,1,1,2000,0,1,0,2,0,0,0,0,1,1,1,0,0
308515,3,85,5,2,8,19,3,1,1,2,2,6,2,1,1,9,1,2,2,10,1,1,45,135,1,2,2,24.69135857,528.9641724,887.5424805,3,2,1270,0,1,0,2,0,0,0,0,0,0,0,0,185
312504,3,125,2,2,2,23,3,1,3,1,3,6,3,2,0,9,1,2,2,10,1,2,61.25,157.5,1,1,3,24.69135857,2064.984863,2192.072266,1,1,750,0,1,0,2,0,0,0,0,0,0,0,1,400
309515,3,95,3,1,3,5,5,1,8,1,2,2,2,1,1,9,1,2,2,10,1,2,20,90,1,2,3,24.69135857,1784.674316,2192.072266,3,1,2000,0,1,0,2,0,0,0,0,0,0,0,0,1034.38
304313,3,43,5,2,3,27,2,1,1,1,2,12,4,2,1,9,1,2,2,10,1,2,61.29999924,157.5,1,2,2,24.71151352,1195.114746,1277.930908,3,1,2400,0,1,0,2,0,0,0,0,0,0,0,0,1560.15
312401,3,124,2,1,3,14,2,1,3,1,2,4,2,1,3,9,1,2,2,10,1,2,62.09999847,158.5,1,2,3,24.71912193,2544.616211,2192.072266,3,1,2300,0,1,0,2,0,0,0,0,0,0,0,0,2287.2
305207,3,52,8,2,14,15,3,1,1,2,2,4,2,1,1,9,1,2,2,10,4, ,58.09999847,153.3000031,1,2,2,24.72246552,705.9138794,1064.942505,3,1,870,0,1,0,2,0,0,0,0,0,0,0,0,1401.754386
309503,3,95,2,2,2,23,4,3,1,2,2,12,2,1,5,9,1,2,2,10,1,1,71,169,1,2,3,24.85907364,1784.674316,2192.072266,3,1,6000,0,1,0,2,0,0,0,0,0,0,0,0,1603.28
315215,3,152,2,2,2,32,4,1,3,2,3,4,1,2,5,9,2,2, ,10,1,2,71.84999847,170,1,1,4,24.86159134,440.0039368,683.7403564,1,1,120,0,1,0,2,0,0,0,0,0,0,0,0,1243.589744
316104,3,161,2,2,3,20,1,1,1,2,2,12,3,2,2,9,1,2,2,10,1,1,56,150,1,2,4,24.88888931,492.789032,683.7403564,3,1,1500,0,1,0,2,0,0,0,0,0,0,0,0,219.34
308806,3,88,2,2,3,22,4,1,1,1,2,6,2,1,2,9,1,2,2,10,1,1,51,143,1,2,2,24.94009399,673.2271118,887.5424805,3,2,3700,0,1,0,2,0,0,0,0,0,0,0,0,226.36
311301,3,113,3,1,3,14,3,1,2,1,2,4,1,1,1,9,1,2,2,10,1,1,57.79999924,152,1,2,3,25.017313,2279.583984,2192.072266,3,1,1000,0,1,0,2,0,0,0,0,0,0,0,0,1242.11
308317,3,83,3,1,3,16,2,1,1,1,2,6,0,2,1,9,1,2,2,10,1,2,45,134,1,2,2,25.06126022,760.8519287,887.5424805,3,2,700,0,1,0,2,0,0,0,0,0,0,0,0,137.73
314813,3,148,3,1,3,19,3,1,3,1,2,6,2,2,2,9,2,2, ,10,1,1,75.44999695,173.5,1,2,4,25.06457138,634.9177856,683.7403564,3,1,300,0,1,0,2,0,0,0,0,0,0,0,0,483.3333333
312215,3,122,3,2,3,13,2,1,1,2,2,4,1,1,1,9,1,2,2,10,1,2,65.34999847,161.3000031,1,2,3,25.1175251,2135.928467,2321.017578,3,1,820,0,1,0,2,0,0,0,0,0,0,0,0,5017.44
305609,3,56,7,1,8,9,2,1,1,1,2,3,2,1,3,9,1,2,2,10,1,1,63.79999924,159.3000031,1,2,2,25.14138031,715.3132935,1127.586182,3,1,1110,0,1,0,2,0,0,0,0,0,0,0,0,662.86
313711,3,137,4,2,3,7,4,1,1,2,2,3,3,1,1,9,1,2,2,10,1,1,31,111,1,2,3,25.16029549,424.8764648,611.751709,3,2,1500,0,1,0,2,0,0,0,0,0,0,0,0,341.25
309404,3,94,3,2,14,23,2,1,1,2,2,12,3,1,1,9,1,2,2,10,1,1,62.06000137,157,1,2,3,25.17749214,980.7276611,2466.081299,3,1,3400,0,1,0,2,0,0,0,0,0,0,0,0,2223.91
314515,3,145,4,2,3,19,3,1,3,1,3,6,3,2,1,9,2,2, ,10,1,1,65.47000122,161,1,2,4,25.25751305,571.30896,723.9603882,1,1,260,0,1,0,2,0,0,0,0,0,0,0,0,341.6666667
311812,3,118,6,1,11,19,3,1,9,1,2,6,3,2,1,9,1,2,2,10,1,1,51,142,1,2,3,25.29260063,2334.462891,2192.072266,3,1,1350,0,1,0,2,0,0,0,0,0,0,0,0,119.41
315604,3,156,4,2,3,22,3,1,3,1,2,12,3,1,3,9,1,2,2,10,1,1,69,165,1,2,4,25.34435272,732.1998901,946.7174072,3,1,10000,0,1,0,2,0,0,0,0,0,0,0,0,250
305309,3,53,3,2,3,11,2,1,6,2,2,4,6,1,3,9,1,2,2,10,1,1,64.5,159.3999939,1,2,2,25.38534737,746.5012207,1064.942505,3,1,2000,0,1,0,2,0,0,0,0,0,0,0,0,1242.11
305214,3,52,4,2,3,15,4,1,1,2,2,6,0,1,3,9,1,2,2,10,1,2,61.84999847,155.5,1,2,2,25.57872581,705.9138794,1064.942505,3,1,1200,0,1,0,2,0,0,0,0,0,0,0,0,1315.79
309306,3,93,4,1,3,4,5,1,1,1,2,2,2,1,3,9,1,2,2,10,1,1,24.29999924,97.40000153, , ,3,25.614645,1813.363892,2192.072266, ,1,760,0,2,0,2,0,0,0,0,0,0,0,0,3237.6
308808,3,88,3,1,3,17,3,1,3,1,2,6,2,1,1,9,2,1,2,10,1,1,55.29999924,146.8999939,1,2,2,25.62604332,673.2271118,887.5424805,3,2,300,0,1,0,2,0,0,0,0,0,0,0,0,232.27
310618,3,106,2,1,3,17,7,1,2,1,3,4,1,2,1,9,1,2,2,10,4, ,51,141,1,2,3,25.65263367,1978.036987,2192.072266,3,1,1200,0,1,0,2,0,0,0,0,0,0,0,0,513.8888889
304416,3,44,3,2,3,7,1,1,1,1,2,3,0,1,3,9,1,2,2,84,1,1,40.5,125.3000031,1,2,2,25.79603004,872.9841309,1064.942505,3,1,2000,0,1,0,2,0,0,0,0,0,0,0,0,1510.59
317602,3,176,2,1,3,16,2,1,3,1,2,6,0,2,2,9,1,2,2,10,1,1,55,146,1,2,4,25.80221367,590.5061035,649.000061,3,2,4500,0,1,0,2,0,0,0,0,0,0,0,0,319.13
318206,3,182,4,2,11,19,1,1,3,1,3,6,3,2,3,9,1,2,2,10,1,1,68.01000214,162.1999969,1,2,4,25.8506279,561.685791,649.000061,2,2,5000,0,1,0,2,1,0,0,0,0,0,0,0,131.91
306006,3,60,3,2,3,16,3,1,1,2,2,4,2,1,1,9,1,2,2,10,1,2,66.73999786,160.5,1,2,2,25.90813255,965.4649048,1064.942505,3,1,750,0,1,0,2,0,0,0,0,0,0,0,0,676.92
309010,3,90,2,2,3,19,3,4, ,2,2,12,1,1,1,9,1,2,2,10,4, ,59.20000076,151,1,2,3,25.96377373,1586.699707,2192.072266,3,1,4000,0,1,0,2,0,0,0,0,0,0,0,0,425.2857143
310119,3,101,4,1,3,9,3,1,2,1,2,3,2,1,1,9,1,2,2,10,4, ,40,124,1,2,3,26.01456833,1981.644409,2192.072266,3,1,1500,0,1,0,2,0,0,0,0,0,0,0,0,390
309511,3,95,4,2,3,5,5,1,6,2,2,2,0,1,1,9,2,2, ,10,1,2,25,98,1,2,3,26.03082085,1784.674316,2192.072266,3,1,2600,0,1,0,2,0,0,0,0,0,0,0,0,1292.96875
305718,3,57,3,2,3,30,3,1,1,2,2,13,4,2,8,9,1,2,2,10,1,1,78.09999847,173.1999969,1,1,2,26.03486061,793.1826782,1064.942505,1,1,2000,0,1,0,2,0,0,0,0,0,0,0,0,2000
309613,3,96,2,2,3,19,3,1,9,2,2,6,2,1,2,9,1,2,2,10,1,1,65,158,1,2,3,26.03749466,1722.508911,2192.072266,3,1,1300,0,1,0,2,0,0,0,0,0,0,0,0,310.31
318811,3,188,2,2,8,17,3,1,1,1,3,4,1,1,4,9,1,2,2,10,1,1,68,161.3000031,1,2,5,26.13606262,1131.404541,1224.544312,3,1,1780,0,1,0,2,0,0,0,0,0,0,0,0,1622.09
309907,3,99,3,1,3,18,2,1,3,1,2,6,2,1,1,9,1,2,2,10,1,2,79.19999695,174,1,2,3,26.15933228,2203.680664,2192.072266,3,1,1650,0,1,0,2,0,0,0,0,0,0,0,1,236.62
316610,3,166,3,2,3,14,3,1,3,2,2,4,1,1,3,9,1,2,2,10,1,1,55,145,1,2,4,26.15933418,524.7443848,649.000061,3,2,1130,0,1,0,2,0,0,0,0,0,0,0,0,476.38
308806,3,88,3,2,3,20,4,1,1,1,2,6,2,1,2,9,1,2,2,10,1,1,53,142.3000031,1,2,2,26.17375565,673.2271118,887.5424805,3,2,1300,0,1,0,2,0,0,0,0,0,0,0,0,229.32
311819,3,118,4,2,3,10,3,1,3,1,2,3,5,1,1,9,1,2,2,10,1,1,45,131,1,2,3,26.22224808,2334.462891,2192.072266,3,1,820,0,1,0,2,0,0,0,0,0,0,0,0,188.82
315815,3,158,4,1,8,17,3,1,3,1,2,6,0,2,3,9,2,2, ,10,1,1,79.40000153,174,1,2,4,26.2253933,545.229187,683.7403564,3,1,3000,0,1,0,2,0,0,0,0,0,0,0,0,118.36
307009,3,70,1,2,1,46,2,1,2,2,2,12,2,1,8,9,1,2,2,10,1,1,68,161,1,1,2,26.23355675,719.734436,939.7509155,1,2,1800,0,1,0,2,0,0,0,0,0,0,1,0,600
309721,3,97,4,2,3,13,3,1,1,1,2,4,2,1,1,9,1,2,2,10,1,1,66.69999695,159.3000031,1,2,3,26.28416824,1513.172119,2192.072266,3,1,1750,0,1,0,2,0,0,0,0,0,0,0,0,152.11
304305,3,43,2,2,3,21,3,1,1,2,2,12,1,2,1,9,1,2,2,10,1,2,80.5,175,1,2,2,26.2857151,1195.114746,1277.930908,3,1,2000,0,1,0,2,0,0,0,0,0,0,0,0,1567.23
311818,3,118,4,2,3,13,3,1,1,1,2,4,2,1,3,9,1,2,2,80,1,1,60,151,1,2,3,26.31463623,2334.462891,2192.072266,3,1,1620,0,1,0,2,0,0,0,0,0,0,0,0,165.68
318207,3,182,3,2,3,18,1,1,3,2,2,8,2,1,1,9,1,2,2,10,1,1,62.34000015,153.8999939,1,2,4,26.32022476,561.685791,649.000061,3,2,835,0,1,0,2,0,0,0,0,0,0,0,0,126.06
